Column1,Tool Title,Link,Location_x,ngrams,Internal Search:Term (v33),Unique Visitors,Internal Search: Search (event7),Internal Search: Click Through (event11),Internal Search CTR,normalized_search_term,Location_y,Actual,Match
123,Westside Medical Center NW,http://internal.or.kp.org/kwmc/index.cfm,northwest,medical center,Medical Center,25,52,8,0.153846154,medical center,california-northern,http://nwis.appl.kp.org/ksmc/,FALSE
124,Westside Medical Center NW,http://internal.or.kp.org/kwmc/index.cfm,northwest,medical center,Medical Center,25,52,8,0.153846154,medical center,northwest,http://nwis.appl.kp.org/ksmc/,FALSE
125,Woodland Hills Medical Center SCAL,http://voices-wh.ca.kp.org/woodlandhills/,california-southern,medical center,Medical Center,25,52,8,0.153846154,medical center,california-southern,http://nwis.appl.kp.org/ksmc/,FALSE
126,Woodland Hills Medical Center SCAL,http://voices-wh.ca.kp.org/woodlandhills/,california-southern,medical center,Medical Center,25,52,8,0.153846154,medical center,california-northern,http://nwis.appl.kp.org/ksmc/,FALSE
127,Woodland Hills Medical Center SCAL,http://voices-wh.ca.kp.org/woodlandhills/,california-southern,medical center,Medical Center,25,52,8,0.153846154,medical center,northwest,http://nwis.appl.kp.org/ksmc/,FALSE
128,Baldwin Park Medical Center SCAL,https://sp-cloud.kp.org/sites/BaldwinParkMedicalCenterSharepoint,california-southern,baldwin park,baldwin park,349,508,471,0.927165354,baldwin park,california-southern,https://sp-cloud.kp.org/sites/BaldwinParkMedicalCenterSharepoint,TRUE
129,Behavioral Health Access Center CO,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,colorado,behavioral health access,behavioral health access,10,11,3,0.272727273,behavioral health access,colorado,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,TRUE
130,Behavioral Health Access Center CO,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,colorado,behavioral health,Behavioral Health,138,213,104,0.488262911,behavioral health,colorado,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,TRUE
131,CPMG Behavioral Health,http://www.insidekpco.net/cpmg/cpmg-behavioral-health-resources,colorado,behavioral health,Behavioral Health,138,213,104,0.488262911,behavioral health,colorado,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,FALSE
132,Behavioral Health Access Center CO,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,colorado,health access,Health access,8,8,1,0.125,health access,colorado,https://sp-cloud.kp.org/sites/KPCO-Behavioral-Health-Access-Center,TRUE
133,Bioethics Program SCAL,https://sp-cloud.kp.org/sites/SCALBioethicsProgram,california-southern,bioethics program,bioethics program,13,27,19,0.703703704,bioethics program,california-southern,https://sp-cloud.kp.org/sites/SCALBioethicsProgram,TRUE
134,Business Intelligence Group GA,https://sp-cloud.kp.org/sites/KPGABIG,georgia,business intelligence,business intelligence,15,23,12,0.52173913,business intelligence,georgia,https://sp-cloud.kp.org/sites/KPGABIG,TRUE
135,Business Optimization CO,https://sp-cloud.kp.org/sites/KPCO-Business-Optimization,colorado,business optimization,business Optimization,49,67,54,0.805970149,business optimization,colorado,https://sp-cloud.kp.org/sites/KPCO-Business-Optimization,TRUE
136,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
137,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
138,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
139,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
140,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
141,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
142,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
143,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
144,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
145,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
146,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
147,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
148,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
149,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
150,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
151,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
152,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
153,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
154,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
155,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
156,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
157,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
158,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
159,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
160,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
161,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
162,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
163,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
164,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
165,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
166,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
167,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
168,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
169,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
170,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
171,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
172,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
173,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
174,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
175,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
176,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
177,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
178,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
179,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
180,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
181,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
182,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
183,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
184,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
185,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
186,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
187,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
188,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
189,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
190,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
191,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
192,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
193,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
194,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid resources,Covid Resources,64,75,70,0.933333333,covid resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
